Idade,Saida,FrequenciaViagem,TaxaDiaria,Departamento,DistanciaCasa,Escolaridade,AreaFormacao,SatisfacaoAmbiente,Genero,TaxaHora,EnvolvimentoCargo,NivelCargo,Cargo,SatisfacaoCargo,EstadoCivil,RendimentoMensal,TaxaMensal,NumEmpresasAnteriores,HorasExtra,PercentAumentoSalarial,AvaliacaoDesempenho,SatisfacaoRelacionamento,NivelOpcaoAccoes,AnosExperienciaTotal,FormacaoUltimoAno,EquilibrioVidaTrabalho,AnosNaEmpresa,AnosNoCargoActual,AnosDesdeUltimaPromocao,AnosComGestorActual,SatisfacaoAmbiente_Texto,SatisfacaoCargo_Texto,EnvolvimentoCargo_Texto,SatisfacaoRelacionamento_Texto,EquilibrioVidaTrabalho_Texto,AvaliacaoDesempenho_Texto,Escolaridade_Texto,RendimentoMensal_Log,FaixaEtaria,FaixaSalarial,FaixaDistancia,FaixaAntiguidade,SalarioPorNivel,EstagnacaoRelativa,ProporcaoCarreiraEmpresa,SatisfacaoMedia,PressaoTrabalho,RiscoSaida_Prob,RiscoSaida_Classe
31,0,Viaja Raramente,691,Vendas,7,3,Marketing,4,Masculino,73,3,2,Executivo de Vendas,4,Divorciado(a),7547,7143,4,Nao,12,3,4,3,13,3,3,7,7,1,7,Muito Alto,Muito Alto,Alto,Muito Alto,Bom,Excelente,Mestrado,8.929038,26-35,6k-10k,Medio (6-10),6-10 anos,3773.5,0.032258064,0.53846157,4.0,0,1.3,Baixo
32,0,Viaja Raramente,1018,Investigacao e Desenvolvimento,2,4,Medicina,1,Feminino,74,4,2,Investigador,4,Solteiro(a),5055,10557,7,Nao,16,3,3,0,10,0,2,7,7,0,7,Baixo,Muito Alto,Muito Alto,Alto,Regular,Excelente,Doutoramento,8.528331,26-35,3k-6k,Perto (0-5),6-10 anos,2527.5,0.0,0.7,2.6666667,0,2.3,Baixo
28,1,Viaja Raramente,1157,Investigacao e Desenvolvimento,2,4,Medicina,1,Masculino,84,1,1,Investigador,4,Casado(a),3464,24737,5,Sim,13,3,4,0,5,4,2,3,2,2,2,Baixo,Muito Alto,Baixo,Muito Alto,Regular,Excelente,Doutoramento,8.150468,26-35,3k-6k,Perto (0-5),3-5 anos,3464.0,0.071428575,0.6,3.0,3,98.3,Alto
30,0,Viaja Raramente,1275,Investigacao e Desenvolvimento,28,2,Medicina,4,Feminino,64,3,2,Investigador,4,Casado(a),5775,11934,1,Nao,13,3,4,2,11,2,3,10,8,1,9,Muito Alto,Muito Alto,Alto,Muito Alto,Bom,Excelente,Licenciatura,8.661467,26-35,3k-6k,Muito Longe (21+),6-10 anos,2887.5,0.033333335,0.90909094,4.0,0,0.1,Baixo
31,0,Viaja Frequentemente,798,Investigacao e Desenvolvimento,7,2,Ciencias da Vida,3,Feminino,48,2,3,Director de Producao,3,Casado(a),8943,14034,1,Nao,24,4,1,1,10,2,3,10,9,8,9,Alto,Alto,Medio,Baixo,Bom,Excecional,Licenciatura,9.098739,26-35,6k-10k,Medio (6-10),6-10 anos,2981.0,0.2580645,1.0,2.3333333,0,10.2,Medio
39,0,Viaja Frequentemente,672,Investigacao e Desenvolvimento,7,2,Medicina,3,Masculino,54,2,5,Gestor,4,Casado(a),19272,21141,1,Nao,15,3,1,1,21,2,3,21,9,13,3,Alto,Muito Alto,Medio,Baixo,Bom,Excelente,Licenciatura,9.866461,36-45,Acima 15k,Medio (6-10),20+ anos,3854.4,0.33333334,1.0,2.6666667,0,2.4,Baixo
39,1,Viaja Raramente,1162,Vendas,3,2,Medicina,4,Feminino,41,3,2,Executivo de Vendas,3,Casado(a),5238,17778,4,Sim,18,3,1,0,12,3,2,1,0,0,0,Muito Alto,Alto,Alto,Baixo,Regular,Excelente,Licenciatura,8.563886,36-45,3k-6k,Perto (0-5),0-2 anos,2619.0,0.0,0.083333336,2.6666667,3,92.5,Alto
33,0,Viaja Frequentemente,508,Vendas,10,3,Marketing,2,Masculino,46,2,2,Executivo de Vendas,4,Solteiro(a),4682,4317,3,Nao,14,3,3,0,9,6,2,7,7,0,1,Medio,Muito Alto,Medio,Alto,Regular,Excelente,Mestrado,8.4516945,26-35,3k-6k,Medio (6-10),6-10 anos,2341.0,0.0,0.7777778,3.0,0,21.4,Alto
47,0,Viaja Raramente,1482,Investigacao e Desenvolvimento,5,5,Ciencias da Vida,4,Masculino,42,3,5,Director de Investigacao,3,Casado(a),18300,16375,4,Nao,11,3,2,1,21,2,3,3,2,1,1,Muito Alto,Alto,Alto,Medio,Bom,Excelente,Pos-Doc,9.814711,46-55,Acima 15k,Perto (0-5),3-5 anos,3660.0,0.021276595,0.14285715,3.0,0,0.3,Baixo
43,0,Viaja Frequentemente,559,Investigacao e Desenvolvimento,10,4,Ciencias da Vida,3,Feminino,82,2,2,Tecnico de Laboratorio,3,Divorciado(a),5257,6227,1,Nao,11,3,2,1,9,3,4,9,7,0,0,Alto,Alto,Medio,Medio,Excelente,Excelente,Doutoramento,8.567506,36-45,3k-6k,Medio (6-10),6-10 anos,2628.5,0.0,1.0,2.6666667,0,7.1,Medio
27,0,Sem Viagem,210,Vendas,1,1,Marketing,3,Masculino,73,3,2,Executivo de Vendas,2,Casado(a),6349,22107,0,Sim,13,3,4,1,6,0,3,5,4,1,4,Alto,Medio,Alto,Muito Alto,Bom,Excelente,Abaixo da Licenciatura,8.75621,26-35,6k-10k,Perto (0-5),3-5 anos,3174.5,0.037037037,0.8333333,3.0,2,7.5,Medio
54,0,Viaja Frequentemente,928,Investigacao e Desenvolvimento,20,4,Ciencias da Vida,4,Feminino,31,3,2,Investigador,3,Solteiro(a),4869,16885,3,Nao,12,3,4,0,20,4,2,4,3,0,3,Muito Alto,Alto,Alto,Muito Alto,Regular,Excelente,Doutoramento,8.4908495,46-55,3k-6k,Longe (11-20),3-5 anos,2434.5,0.0,0.2,3.6666667,0,3.4,Medio
43,0,Viaja Raramente,1001,Investigacao e Desenvolvimento,7,3,Ciencias da Vida,3,Feminino,43,3,3,Representante de Saude,1,Casado(a),9985,9262,8,Nao,16,3,1,1,10,1,2,1,0,0,0,Alto,Baixo,Alto,Baixo,Regular,Excelente,Mestrado,9.20894,36-45,6k-10k,Medio (6-10),0-2 anos,3328.3333,0.0,0.1,1.6666666,0,7.0,Medio
45,0,Viaja Raramente,549,Investigacao e Desenvolvimento,8,4,Outro,4,Masculino,75,3,2,Investigador,4,Casado(a),3697,9278,9,Nao,14,3,1,2,12,3,3,10,9,9,8,Muito Alto,Muito Alto,Alto,Baixo,Bom,Excelente,Doutoramento,8.215548,36-45,3k-6k,Medio (6-10),6-10 anos,1848.5,0.2,0.8333333,3.0,0,3.3,Medio
40,0,Viaja Raramente,1124,Vendas,1,2,Medicina,2,Masculino,57,1,2,Executivo de Vendas,4,Casado(a),7457,13273,2,Sim,22,4,3,3,6,2,2,4,3,0,2,Medio,Muito Alto,Baixo,Alto,Regular,Excecional,Licenciatura,8.917043,36-45,6k-10k,Perto (0-5),3-5 anos,3728.5,0.0,0.6666667,3.0,3,9.0,Medio
29,1,Viaja Raramente,318,Investigacao e Desenvolvimento,8,4,Outro,2,Masculino,77,1,1,Tecnico de Laboratorio,1,Casado(a),2119,4759,1,Sim,11,3,4,0,7,4,2,7,7,0,7,Medio,Baixo,Baixo,Muito Alto,Regular,Excelente,Doutoramento,7.6591716,26-35,Ate 3k,Medio (6-10),6-10 anos,2119.0,0.0,1.0,2.3333333,3,96.8,Alto
29,0,Viaja Raramente,738,Investigacao e Desenvolvimento,9,5,Outro,2,Masculino,30,2,1,Tecnico de Laboratorio,4,Solteiro(a),3983,7621,0,Nao,17,3,3,0,4,2,3,3,2,2,2,Medio,Muito Alto,Medio,Alto,Bom,Excelente,Pos-Doc,8.290042,26-35,3k-6k,Medio (6-10),3-5 anos,3983.0,0.06896552,0.75,3.0,0,5.9,Medio
30,0,Viaja Raramente,570,Vendas,5,3,Marketing,4,Feminino,30,2,2,Executivo de Vendas,3,Divorciado(a),6118,5431,1,Nao,13,3,3,3,10,2,3,10,9,1,2,Muito Alto,Alto,Medio,Alto,Bom,Excelente,Mestrado,8.719154,26-35,6k-10k,Perto (0-5),6-10 anos,3059.0,0.033333335,1.0,3.3333333,0,0.5,Baixo
27,0,Viaja Raramente,1130,Vendas,8,4,Marketing,2,Feminino,56,3,2,Executivo de Vendas,2,Casado(a),6214,3415,1,Nao,18,3,1,1,8,3,3,8,7,0,7,Medio,Medio,Alto,Baixo,Bom,Excelente,Doutoramento,8.734721,26-35,6k-10k,Medio (6-10),6-10 anos,3107.0,0.0,1.0,1.6666666,0,0.5,Baixo
37,0,Viaja Raramente,1192,Investigacao e Desenvolvimento,5,2,Medicina,4,Masculino,61,3,2,Director de Producao,4,Divorciado(a),6347,23177,7,Nao,16,3,3,2,8,2,2,6,2,0,4,Muito Alto,Muito Alto,Alto,Alto,Regular,Excelente,Licenciatura,8.755895,36-45,6k-10k,Perto (0-5),6-10 anos,3173.5,0.0,0.75,3.6666667,0,0.6,Baixo
38,0,Viaja Raramente,343,Investigacao e Desenvolvimento,15,2,Ciencias da Vida,3,Masculino,92,2,3,Director de Investigacao,4,Divorciado(a),11510,15682,0,Sim,14,3,2,1,12,3,3,11,10,2,9,Alto,Muito Alto,Medio,Medio,Bom,Excelente,Licenciatura,9.351058,36-45,10k-15k,Longe (11-20),11-20 anos,3836.6667,0.05263158,0.9166667,3.0,2,0.9,Baixo
31,0,Viaja Raramente,1232,Investigacao e Desenvolvimento,7,4,Medicina,3,Feminino,39,3,3,Director de Producao,4,Solteiro(a),7143,25713,1,Sim,14,3,3,0,11,2,2,11,9,4,10,Alto,Muito Alto,Alto,Alto,Regular,Excelente,Doutoramento,8.874028,26-35,6k-10k,Medio (6-10),11-20 anos,2381.0,0.12903225,1.0,3.3333333,3,21.2,Alto
29,0,Viaja Raramente,144,Vendas,10,1,Marketing,4,Feminino,39,2,2,Executivo de Vendas,2,Divorciado(a),8268,11866,1,Sim,14,3,1,2,7,2,3,7,7,1,7,Muito Alto,Medio,Medio,Baixo,Bom,Excelente,Abaixo da Licenciatura,9.020268,26-35,6k-10k,Medio (6-10),6-10 anos,4134.0,0.03448276,1.0,2.3333333,2,27.7,Alto
35,0,Viaja Raramente,1296,Investigacao e Desenvolvimento,5,4,Curso Tecnico,3,Masculino,62,3,3,Director de Producao,2,Solteiro(a),8095,18264,0,Nao,13,3,4,0,17,5,3,16,6,0,13,Alto,Medio,Alto,Muito Alto,Bom,Excelente,Doutoramento,8.9991255,26-35,6k-10k,Perto (0-5),11-20 anos,2698.3333,0.0,0.9411765,3.0,0,0.3,Baixo
23,0,Viaja Raramente,1309,Investigacao e Desenvolvimento,26,1,Ciencias da Vida,3,Masculino,83,3,1,Investigador,4,Divorciado(a),2904,16092,1,Nao,12,3,3,2,4,2,2,4,2,0,2,Alto,Muito Alto,Alto,Alto,Regular,Excelente,Abaixo da Licenciatura,7.974189,18-25,Ate 3k,Muito Longe (21+),3-5 anos,2904.0,0.0,1.0,3.3333333,0,0.1,Baixo
41,0,Viaja Raramente,483,Investigacao e Desenvolvimento,6,3,Medicina,4,Masculino,95,2,2,Director de Producao,2,Solteiro(a),6032,10110,6,Sim,15,3,4,0,8,3,3,5,4,1,2,Muito Alto,Medio,Medio,Muito Alto,Bom,Excelente,Mestrado,8.705,36-45,6k-10k,Medio (6-10),3-5 anos,3016.0,0.024390243,0.625,3.3333333,2,10.1,Medio
47,0,Viaja Frequentemente,1309,Vendas,4,1,Medicina,2,Masculino,99,3,2,Representante de Vendas,3,Solteiro(a),2976,25751,3,Nao,19,3,1,0,5,3,3,0,0,0,0,Medio,Alto,Alto,Baixo,Bom,Excelente,Abaixo da Licenciatura,7.9986715,46-55,Ate 3k,Perto (0-5),0-2 anos,1488.0,0.0,0.0,2.0,0,50.9,Alto
42,0,Viaja Raramente,810,Investigacao e Desenvolvimento,23,5,Ciencias da Vida,1,Feminino,44,3,4,Director de Investigacao,4,Solteiro(a),15992,15901,2,Nao,14,3,2,0,16,2,3,1,0,0,0,Baixo,Muito Alto,Alto,Medio,Bom,Excelente,Pos-Doc,9.679907,36-45,Acima 15k,Muito Longe (21+),0-2 anos,3998.0,0.0,0.0625,2.3333333,0,0.6,Baixo
29,0,Sem Viagem,746,Vendas,2,3,Ciencias da Vida,4,Masculino,61,3,2,Executivo de Vendas,3,Casado(a),4649,16928,1,Nao,14,3,1,1,4,3,2,4,3,0,2,Muito Alto,Alto,Alto,Baixo,Regular,Excelente,Mestrado,8.444622,26-35,3k-6k,Perto (0-5),3-5 anos,2324.5,0.0,1.0,2.6666667,0,0.5,Baixo
42,0,Viaja Raramente,544,Recursos Humanos,2,1,Curso Tecnico,3,Masculino,52,3,1,Recursos Humanos,3,Divorciado(a),2696,24017,0,Sim,11,3,3,1,4,5,3,3,2,1,0,Alto,Alto,Alto,Alto,Bom,Excelente,Abaixo da Licenciatura,7.899895,36-45,Ate 3k,Perto (0-5),3-5 anos,2696.0,0.023809524,0.75,3.0,2,57.1,Alto
32,0,Viaja Raramente,1062,Investigacao e Desenvolvimento,2,3,Medicina,3,Feminino,75,3,1,Tecnico de Laboratorio,2,Casado(a),2370,3956,1,Nao,13,3,3,1,8,4,3,8,0,0,7,Alto,Medio,Alto,Alto,Bom,Excelente,Mestrado,7.771067,26-35,Ate 3k,Perto (0-5),6-10 anos,2370.0,0.0,1.0,2.6666667,0,0.6,Baixo
48,0,Viaja Raramente,530,Vendas,29,1,Medicina,1,Feminino,91,3,3,Gestor,3,Casado(a),12504,23978,3,Nao,21,4,2,1,15,3,1,0,0,0,0,Baixo,Alto,Alto,Medio,Mau,Excecional,Abaixo da Licenciatura,9.433884,46-55,10k-15k,Muito Longe (21+),0-2 anos,4168.0,0.0,0.0,2.0,0,9.2,Medio
37,0,Viaja Raramente,1319,Investigacao e Desenvolvimento,6,3,Medicina,3,Masculino,51,4,2,Investigador,1,Divorciado(a),5974,17001,4,Sim,13,3,1,2,13,2,3,7,7,6,7,Alto,Baixo,Muito Alto,Baixo,Bom,Excelente,Mestrado,8.695339,36-45,3k-6k,Medio (6-10),6-10 anos,2987.0,0.16216215,0.53846157,1.6666666,2,9.1,Medio
30,0,Sem Viagem,641,Vendas,25,2,Curso Tecnico,4,Feminino,85,3,2,Executivo de Vendas,3,Casado(a),4736,6069,7,Sim,12,3,2,1,4,2,4,2,2,2,2,Muito Alto,Alto,Alto,Medio,Excelente,Excelente,Licenciatura,8.46316,26-35,3k-6k,Muito Longe (21+),0-2 anos,2368.0,0.06666667,0.5,3.0,1,56.8,Alto
26,0,Viaja Raramente,933,Vendas,1,3,Ciencias da Vida,3,Masculino,57,3,2,Executivo de Vendas,3,Casado(a),5296,20156,1,Nao,17,3,2,1,8,3,3,8,7,7,7,Alto,Alto,Alto,Medio,Bom,Excelente,Mestrado,8.574896,26-35,3k-6k,Perto (0-5),6-10 anos,2648.0,0.26923078,1.0,2.6666667,0,2.0,Baixo
42,0,Viaja Raramente,1332,Investigacao e Desenvolvimento,2,4,Outro,1,Masculino,98,2,2,Representante de Saude,4,Solteiro(a),6781,17078,3,Nao,23,4,2,0,14,6,3,1,0,0,0,Baixo,Muito Alto,Medio,Medio,Bom,Excecional,Doutoramento,8.822027,36-45,6k-10k,Perto (0-5),0-2 anos,3390.5,0.0,0.071428575,2.3333333,0,0.8,Baixo
21,1,Viaja Frequentemente,756,Vendas,1,1,Curso Tecnico,1,Feminino,99,2,1,Representante de Vendas,2,Solteiro(a),2174,9150,1,Sim,11,3,3,0,3,3,3,3,2,1,2,Baixo,Medio,Medio,Alto,Bom,Excelente,Abaixo da Licenciatura,7.684784,18-25,Ate 3k,Perto (0-5),3-5 anos,2174.0,0.04761905,1.0,2.0,2,99.4,Alto
36,0,Sem Viagem,845,Vendas,1,5,Medicina,4,Feminino,45,3,2,Executivo de Vendas,4,Solteiro(a),6653,15276,4,Nao,15,3,2,0,7,6,3,1,0,0,0,Muito Alto,Muito Alto,Alto,Medio,Bom,Excelente,Pos-Doc,8.802974,36-45,6k-10k,Perto (0-5),0-2 anos,3326.5,0.0,0.14285715,3.3333333,0,0.4,Baixo
36,0,Viaja Frequentemente,541,Vendas,3,4,Medicina,1,Masculino,48,2,3,Executivo de Vendas,4,Casado(a),9699,7246,4,Nao,11,3,1,1,16,2,3,13,9,1,12,Baixo,Muito Alto,Medio,Baixo,Bom,Excelente,Doutoramento,9.179881,36-45,6k-10k,Perto (0-5),11-20 anos,3233.0,0.027777778,0.8125,2.0,0,25.9,Alto
57,0,Viaja Raramente,593,Investigacao e Desenvolvimento,1,4,Medicina,4,Masculino,88,3,2,Representante de Saude,3,Casado(a),6755,2967,2,Nao,11,3,3,0,15,2,3,3,2,1,2,Muito Alto,Alto,Alto,Alto,Bom,Excelente,Doutoramento,8.818186,56-65,6k-10k,Perto (0-5),3-5 anos,3377.5,0.01754386,0.2,3.3333333,0,1.9,Baixo
40,0,Viaja Raramente,1171,Investigacao e Desenvolvimento,10,4,Ciencias da Vida,4,Feminino,46,4,1,Tecnico de Laboratorio,3,Casado(a),2213,22495,3,Sim,13,3,3,1,10,3,3,7,7,1,7,Muito Alto,Alto,Muito Alto,Alto,Bom,Excelente,Doutoramento,7.702556,36-45,Ate 3k,Medio (6-10),6-10 anos,2213.0,0.025,0.7,3.3333333,2,2.3,Baixo
21,0,Sem Viagem,895,Vendas,9,2,Medicina,1,Masculino,39,3,1,Representante de Vendas,4,Solteiro(a),2610,2851,1,Nao,24,4,3,0,3,3,2,3,2,2,2,Baixo,Muito Alto,Alto,Alto,Regular,Excecional,Licenciatura,7.8674884,18-25,Ate 3k,Medio (6-10),3-5 anos,2610.0,0.0952381,1.0,2.6666667,0,18.0,Medio
33,1,Viaja Raramente,350,Vendas,5,3,Marketing,4,Feminino,34,3,1,Representante de Vendas,3,Solteiro(a),2851,9150,1,Sim,13,3,2,0,1,2,3,1,0,0,0,Muito Alto,Alto,Alto,Medio,Bom,Excelente,Mestrado,7.9557757,26-35,Ate 3k,Perto (0-5),0-2 anos,2851.0,0.0,1.0,3.0,2,97.7,Alto
37,0,Viaja Raramente,921,Investigacao e Desenvolvimento,10,3,Medicina,3,Feminino,98,3,1,Tecnico de Laboratorio,1,Casado(a),3452,17663,6,Nao,20,4,2,1,17,3,3,5,4,0,3,Alto,Baixo,Alto,Medio,Bom,Excecional,Mestrado,8.146998,36-45,3k-6k,Medio (6-10),3-5 anos,3452.0,0.0,0.29411766,2.0,0,2.9,Baixo
46,0,Sem Viagem,1144,Investigacao e Desenvolvimento,7,4,Medicina,3,Feminino,30,3,2,Director de Producao,3,Casado(a),5258,16044,2,Nao,14,3,3,0,7,2,4,1,0,0,0,Alto,Alto,Alto,Alto,Excelente,Excelente,Doutoramento,8.567697,46-55,3k-6k,Medio (6-10),0-2 anos,2629.0,0.0,0.14285715,3.0,0,13.0,Medio
41,1,Viaja Frequentemente,143,Vendas,4,3,Marketing,1,Masculino,56,3,2,Executivo de Vendas,2,Solteiro(a),9355,9558,1,Nao,18,3,3,0,8,5,3,8,7,7,7,Baixo,Medio,Alto,Alto,Bom,Excelente,Mestrado,9.143773,36-45,6k-10k,Perto (0-5),6-10 anos,4677.5,0.17073171,1.0,2.0,0,83.2,Alto
50,0,Viaja Raramente,1046,Investigacao e Desenvolvimento,10,3,Curso Tecnico,4,Masculino,100,2,3,Representante de Saude,4,Solteiro(a),10496,2755,6,Nao,15,3,4,0,20,2,3,4,3,1,3,Muito Alto,Muito Alto,Medio,Muito Alto,Bom,Excelente,Mestrado,9.258844,46-55,10k-15k,Medio (6-10),3-5 anos,3498.6667,0.02,0.2,4.0,0,4.4,Medio
40,1,Viaja Raramente,575,Vendas,22,2,Marketing,3,Masculino,68,2,2,Executivo de Vendas,3,Casado(a),6380,6110,2,Sim,12,3,1,2,8,6,3,6,4,1,0,Alto,Alto,Medio,Baixo,Bom,Excelente,Licenciatura,8.76108,36-45,6k-10k,Muito Longe (21+),6-10 anos,3190.0,0.025,0.75,2.3333333,2,93.8,Alto
31,0,Viaja Raramente,408,Investigacao e Desenvolvimento,9,4,Ciencias da Vida,3,Masculino,42,2,1,Investigador,2,Solteiro(a),2657,7551,0,Sim,16,3,4,0,3,5,3,2,2,2,2,Alto,Medio,Medio,Muito Alto,Bom,Excelente,Doutoramento,7.8853292,26-35,Ate 3k,Medio (6-10),0-2 anos,2657.0,0.06451613,0.6666667,3.0,2,50.4,Alto
21,1,Viaja Raramente,156,Vendas,12,3,Ciencias da Vida,3,Feminino,90,4,1,Representante de Vendas,2,Solteiro(a),2716,25422,1,Nao,15,3,4,0,1,0,3,1,0,0,0,Alto,Medio,Muito Alto,Muito Alto,Bom,Excelente,Mestrado,7.907284,18-25,Ate 3k,Longe (11-20),0-2 anos,2716.0,0.0,1.0,3.0,0,95.1,Alto
29,0,Viaja Raramente,1283,Investigacao e Desenvolvimento,23,3,Ciencias da Vida,4,Masculino,54,3,1,Investigador,4,Solteiro(a),2201,18168,9,Nao,16,3,4,0,6,4,3,3,2,1,2,Muito Alto,Muito Alto,Alto,Muito Alto,Bom,Excelente,Mestrado,7.697121,26-35,Ate 3k,Muito Longe (21+),3-5 anos,2201.0,0.03448276,0.5,4.0,0,2.4,Baixo
35,0,Viaja Raramente,755,Investigacao e Desenvolvimento,9,4,Ciencias da Vida,3,Masculino,97,2,2,Representante de Saude,2,Solteiro(a),6540,19394,9,Nao,19,3,3,0,10,5,3,1,1,0,0,Alto,Medio,Medio,Alto,Bom,Excelente,Doutoramento,8.785846,26-35,6k-10k,Medio (6-10),0-2 anos,3270.0,0.0,0.1,2.6666667,0,5.8,Medio
27,0,Viaja Raramente,1469,Investigacao e Desenvolvimento,1,2,Medicina,4,Masculino,82,3,1,Tecnico de Laboratorio,2,Divorciado(a),3816,17881,1,Nao,11,3,2,1,5,2,3,5,2,0,4,Muito Alto,Medio,Alto,Medio,Bom,Excelente,Licenciatura,8.24722,26-35,3k-6k,Perto (0-5),3-5 anos,3816.0,0.0,1.0,2.6666667,0,0.4,Baixo
28,0,Viaja Raramente,304,Vendas,9,4,Ciencias da Vida,2,Masculino,92,3,2,Executivo de Vendas,4,Solteiro(a),5253,20750,1,Nao,16,3,4,0,7,1,3,7,5,0,7,Medio,Muito Alto,Alto,Muito Alto,Bom,Excelente,Doutoramento,8.566745,26-35,3k-6k,Medio (6-10),6-10 anos,2626.5,0.0,1.0,3.3333333,0,3.1,Medio
49,0,Viaja Raramente,1261,Investigacao e Desenvolvimento,7,3,Outro,2,Masculino,31,2,3,Representante de Saude,3,Solteiro(a),10965,12066,8,Nao,24,4,3,0,26,2,3,5,2,0,0,Medio,Alto,Medio,Alto,Bom,Excecional,Mestrado,9.302555,46-55,10k-15k,Medio (6-10),3-5 anos,3655.0,0.0,0.1923077,2.6666667,0,9.1,Medio
51,0,Viaja Raramente,1178,Vendas,14,2,Ciencias da Vida,3,Feminino,87,3,2,Executivo de Vendas,4,Casado(a),4936,14862,4,Nao,11,3,3,1,18,2,2,7,7,0,7,Alto,Muito Alto,Alto,Alto,Regular,Excelente,Licenciatura,8.504513,46-55,3k-6k,Longe (11-20),6-10 anos,2468.0,0.0,0.3888889,3.3333333,0,2.4,Baixo
36,0,Viaja Raramente,329,Investigacao e Desenvolvimento,2,3,Ciencias da Vida,4,Feminino,96,3,1,Investigador,3,Casado(a),2543,11868,4,Nao,13,3,2,1,6,3,3,2,2,2,2,Muito Alto,Alto,Alto,Medio,Bom,Excelente,Mestrado,7.841493,36-45,Ate 3k,Perto (0-5),0-2 anos,2543.0,0.055555556,0.33333334,3.0,0,0.3,Baixo
34,1,Sem Viagem,1362,Vendas,19,3,Marketing,1,Masculino,67,4,2,Executivo de Vendas,4,Solteiro(a),5304,4652,8,Sim,13,3,2,0,9,3,2,5,2,0,4,Baixo,Muito Alto,Muito Alto,Medio,Regular,Excelente,Mestrado,8.576406,26-35,3k-6k,Longe (11-20),3-5 anos,2652.0,0.0,0.5555556,2.3333333,3,94.8,Alto
55,0,Viaja Raramente,1311,Investigacao e Desenvolvimento,2,3,Ciencias da Vida,3,Feminino,97,3,4,Gestor,4,Solteiro(a),16659,23258,2,Sim,13,3,3,0,30,2,3,5,4,1,2,Alto,Muito Alto,Alto,Alto,Bom,Excelente,Mestrado,9.720766,46-55,Acima 15k,Perto (0-5),3-5 anos,4164.75,0.018181818,0.16666667,3.3333333,2,0.7,Baixo
24,0,Viaja Raramente,1371,Vendas,10,4,Marketing,4,Feminino,77,3,2,Executivo de Vendas,3,Divorciado(a),4260,5915,1,Sim,12,3,4,1,5,2,4,5,2,0,3,Muito Alto,Alto,Alto,Muito Alto,Excelente,Excelente,Doutoramento,8.357259,18-25,3k-6k,Medio (6-10),3-5 anos,2130.0,0.0,1.0,3.6666667,1,1.3,Baixo
30,0,Viaja Raramente,202,Vendas,2,1,Curso Tecnico,3,Masculino,72,3,1,Representante de Vendas,2,Casado(a),2476,17434,1,Nao,18,3,1,1,1,3,3,1,0,0,0,Alto,Medio,Alto,Baixo,Bom,Excelente,Abaixo da Licenciatura,7.8148036,26-35,Ate 3k,Perto (0-5),0-2 anos,2476.0,0.0,1.0,2.0,0,66.7,Alto
26,1,Viaja Frequentemente,575,Investigacao e Desenvolvimento,3,1,Curso Tecnico,3,Masculino,73,3,1,Investigador,1,Solteiro(a),3102,6582,0,Nao,22,4,3,0,7,2,3,6,4,0,4,Alto,Baixo,Alto,Alto,Bom,Excecional,Abaixo da Licenciatura,8.040125,26-35,3k-6k,Perto (0-5),6-10 anos,3102.0,0.0,0.85714287,2.3333333,0,92.1,Alto
22,0,Viaja Raramente,253,Investigacao e Desenvolvimento,11,3,Medicina,1,Feminino,43,3,1,Investigador,2,Casado(a),2244,24440,1,Nao,13,3,4,1,2,1,3,2,1,1,2,Baixo,Medio,Alto,Muito Alto,Bom,Excelente,Mestrado,7.7164607,18-25,Ate 3k,Longe (11-20),0-2 anos,2244.0,0.045454547,1.0,2.3333333,0,4.1,Medio
36,0,Viaja Raramente,164,Vendas,2,2,Medicina,2,Masculino,61,2,3,Executivo de Vendas,3,Casado(a),7596,3809,1,Nao,13,3,2,2,10,2,3,10,9,9,0,Medio,Alto,Medio,Medio,Bom,Excelente,Licenciatura,8.935509,36-45,6k-10k,Perto (0-5),6-10 anos,2532.0,0.25,1.0,2.3333333,0,4.7,Medio
30,1,Viaja Frequentemente,464,Investigacao e Desenvolvimento,4,3,Curso Tecnico,3,Masculino,40,3,1,Investigador,4,Solteiro(a),2285,3427,9,Sim,23,4,3,0,3,4,3,1,0,0,0,Alto,Muito Alto,Alto,Alto,Bom,Excecional,Mestrado,7.734559,26-35,Ate 3k,Perto (0-5),0-2 anos,2285.0,0.0,0.33333334,3.3333333,2,98.3,Alto
37,0,Viaja Raramente,1107,Investigacao e Desenvolvimento,14,3,Ciencias da Vida,4,Feminino,95,3,1,Tecnico de Laboratorio,1,Divorciado(a),3034,26914,1,Nao,12,3,3,1,18,2,2,18,7,12,17,Muito Alto,Baixo,Alto,Alto,Regular,Excelente,Mestrado,8.017966,36-45,3k-6k,Longe (11-20),11-20 anos,3034.0,0.3243243,1.0,2.6666667,0,7.3,Medio
40,0,Viaja Raramente,759,Vendas,2,2,Marketing,4,Feminino,46,3,2,Executivo de Vendas,2,Divorciado(a),5715,22553,7,Nao,12,3,3,2,8,5,3,5,4,1,3,Muito Alto,Medio,Alto,Alto,Bom,Excelente,Licenciatura,8.651025,36-45,3k-6k,Perto (0-5),3-5 anos,2857.5,0.025,0.625,3.0,0,0.2,Baixo
